gene,name
OPA1,OPA1 mitochondrial dynamin like GTPase
OPA1,OPA1 mitochondrial dynamin like GTPase
OPA1,OPA1 mitochondrial dynamin like GTPase
OPA1,OPA1 mitochondrial dynamin like GTPase
OPA1-AS1,OPA1 antisense RNA 1
OPA2,optic atrophy 2 (obscure)
OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3
OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3
OPA4,optic atrophy 4 (autosomal dominant)
OPA5,optic atrophy 5 (autosomal dominant)
OPA6,optic atrophy 6 (autosomal recessive)
OPA7,optic atrophy 7
OPA8,optic atrophy 8 (autosomal dominant)
OPALIN,oligodendrocytic myelin paranodal and inner loop protein
OPALIN,oligodendrocytic myelin paranodal and inner loop protein
OPCML,opioid binding protein/cell adhesion molecule like
OPCML,opioid binding protein/cell adhesion molecule like
OPCML,opioid binding protein/cell adhesion molecule like
OPCML-IT1,OPCML intronic transcript 1
OPCML-IT2,OPCML intronic transcript 2
OPEM,"ophthalmoplegia, external, with myopia"
OPHN1,oligophrenin 1
OPHN1,oligophrenin 1
OPLAH,"5-oxoprolinase, ATP-hydrolysing"
OPLAH,"5-oxoprolinase, ATP-hydrolysing"
OPN1LW,"opsin 1, long wave sensitive"
OPN1MW,"opsin 1, medium wave sensitive"
OPN1MW,"opsin 1, medium wave sensitive"
OPN1MW2,"opsin 1, medium wave sensitive 2"
OPN1MW3,"opsin 1, medium wave sensitive 3"
OPN1SW,"opsin 1, short wave sensitive"
OPN1SW,"opsin 1, short wave sensitive"
OPN1SW,"opsin 1, short wave sensitive"
OPN1SW,"opsin 1, short wave sensitive"
OPN3,opsin 3
OPN3,opsin 3
OPN3,opsin 3
OPN3,opsin 3
OPN3,opsin 3
OPN3,opsin 3
OPN3,opsin 3
OPN3,opsin 3
OPN4,opsin 4
OPN4,opsin 4
OPN5,opsin 5
OPN5,opsin 5
OPRD1,opioid receptor delta 1
OPRK1,opioid receptor kappa 1
OPRK1,opioid receptor kappa 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRL1,opioid related nociceptin receptor 1
OPRM1,opioid receptor mu 1
OPRPN,opiorphin prepropeptide
OPRPN,opiorphin prepropeptide
OPTC,opticin
OPTN,optineurin
OPTN,optineurin
OPTN,optineurin
OPTN,optineurin
OPTN,optineurin
OPTN,optineurin
OR1A1,olfactory receptor family 1 subfamily A member 1 (gene/pseudogene)
OR1A2,olfactory receptor family 1 subfamily A member 2
OR1AA1P,olfactory receptor family 1 subfamily AA member 1 pseudogene
OR1AB1P,olfactory receptor family 1 subfamily AB member 1 pseudogene
OR1AC1P,olfactory receptor family 1 subfamily AC member 1 pseudogene
OR1B1,olfactory receptor family 1 subfamily B member 1 (gene/pseudogene)
OR1C1,olfactory receptor family 1 subfamily C member 1
OR1C1,olfactory receptor family 1 subfamily C member 1
OR1D2,olfactory receptor family 1 subfamily D member 2
OR1D3P,olfactory receptor family 1 subfamily D member 3 pseudogene
OR1D3P,olfactory receptor family 1 subfamily D member 3 pseudogene
OR1D3P,olfactory receptor family 1 subfamily D member 3 pseudogene
OR1D4,olfactory receptor family 1 subfamily D member 4 (gene/pseudogene)
OR1D5,olfactory receptor family 1 subfamily D member 5
OR1E1,olfactory receptor family 1 subfamily E member 1
OR1E1,olfactory receptor family 1 subfamily E member 1
OR1E1,olfactory receptor family 1 subfamily E member 1
OR1E1,olfactory receptor family 1 subfamily E member 1
OR1E2,olfactory receptor family 1 subfamily E member 2
OR1E2,olfactory receptor family 1 subfamily E member 2
OR1E3,olfactory receptor family 1 subfamily E member 3 (gene/pseudogene)
OR1E7,olfactory receptor family 1 subfamily E member 7 (pseudogene)
OR1E8P,olfactory receptor family 1 subfamily E member 8 (pseudogene)
OR1F1,olfactory receptor family 1 subfamily F member 1 (gene/pseudogene)
OR1F1,olfactory receptor family 1 subfamily F member 1 (gene/pseudogene)
OR1F1,olfactory receptor family 1 subfamily F member 1 (gene/pseudogene)
OR1F1,olfactory receptor family 1 subfamily F member 1 (gene/pseudogene)
OR1F1,olfactory receptor family 1 subfamily F member 1 (gene/pseudogene)
OR1F1,olfactory receptor family 1 subfamily F member 1 (gene/pseudogene)
OR1F1,olfactory receptor family 1 subfamily F member 1 (gene/pseudogene)
OR1F1,olfactory receptor family 1 subfamily F member 1 (gene/pseudogene)
OR1F2P,olfactory receptor family 1 subfamily F member 2 pseudogene
OR1F11,"olfactory receptor, family 1, subfamily F, member 11"
OR1F12,olfactory receptor family 1 subfamily F member 12
OR1F12,olfactory receptor family 1 subfamily F member 12
OR1G1,olfactory receptor family 1 subfamily G member 1
OR1H1P,olfactory receptor family 1 subfamily H member 1 pseudogene
OR1I1,olfactory receptor family 1 subfamily I member 1
OR1I1,olfactory receptor family 1 subfamily I member 1
OR1I1,olfactory receptor family 1 subfamily I member 1
OR1J1,olfactory receptor family 1 subfamily J member 1
OR1J2,olfactory receptor family 1 subfamily J member 2
OR1J4,olfactory receptor family 1 subfamily J member 4
OR1J4,olfactory receptor family 1 subfamily J member 4
OR1K1,olfactory receptor family 1 subfamily K member 1
OR1K1,olfactory receptor family 1 subfamily K member 1
OR1L1,olfactory receptor family 1 subfamily L member 1
OR1L3,olfactory receptor family 1 subfamily L member 3
OR1L4,olfactory receptor family 1 subfamily L member 4
OR1L6,olfactory receptor family 1 subfamily L member 6
OR1L8,olfactory receptor family 1 subfamily L member 8
OR1M1,olfactory receptor family 1 subfamily M member 1
OR1M4P,olfactory receptor family 1 subfamily M member 4 pseudogene
OR1N1,olfactory receptor family 1 subfamily N member 1
OR1N2,olfactory receptor family 1 subfamily N member 2
OR1P1,olfactory receptor family 1 subfamily P member 1 (gene/pseudogene)
OR1Q1,olfactory receptor family 1 subfamily Q member 1
OR1Q1,olfactory receptor family 1 subfamily Q member 1
OR1Q1,olfactory receptor family 1 subfamily Q member 1
OR1Q1,olfactory receptor family 1 subfamily Q member 1
OR1Q1,olfactory receptor family 1 subfamily Q member 1
OR1R1P,olfactory receptor family 1 subfamily R member 1 pseudogene
OR1S1,olfactory receptor family 1 subfamily S member 1 (gene/pseudogene)
OR1S2,olfactory receptor family 1 subfamily S member 2
OR1X1P,olfactory receptor family 1 subfamily X member 1 pseudogene
OR1X5P,olfactory receptor family 1 subfamily X member 5 pseudogene
OR2A1,olfactory receptor family 2 subfamily A member 1
OR2A1-AS1,OR2A1 antisense RNA 1
OR2A2,olfactory receptor family 2 subfamily A member 2
OR2A3P,olfactory receptor family 2 subfamily A member 3 pseudogene
OR2A4,olfactory receptor family 2 subfamily A member 4
OR2A5,olfactory receptor family 2 subfamily A member 5
OR2A5,olfactory receptor family 2 subfamily A member 5
OR2A7,olfactory receptor family 2 subfamily A member 7
OR2A9P,olfactory receptor family 2 subfamily A member 9 pseudogene
OR2A11P,"olfactory receptor, family 2, subfamily A, member 11 pseudogene"
OR2A12,olfactory receptor family 2 subfamily A member 12
OR2A13P,olfactory receptor family 2 subfamily A member 13 pseudogene
OR2A14,olfactory receptor family 2 subfamily A member 14
OR2A15P,olfactory receptor family 2 subfamily A member 15 pseudogene
OR2A16P,"olfactory receptor, family 2, subfamily A, member 16 pseudogene"
OR2A18P,"olfactory receptor, family 2, subfamily A, member 18 pseudogene"
OR2A19,"olfactory receptor, family 2, subfamily A, member 19"
OR2A20P,olfactory receptor family 2 subfamily A member 20 pseudogene
OR2A21,"olfactory receptor, family 2, subfamily A, member 21"
OR2A22P,"olfactory receptor, family 2, subfamily A, member 22 pseudogene"
OR2A23P,"olfactory receptor, family 2, subfamily A, member 23 pseudogene"
OR2A24P,"olfactory receptor, family 2, subfamily A, member 24 pseudogene"
OR2A25,olfactory receptor family 2 subfamily A member 25
OR2A41P,olfactory receptor family 2 subfamily A member 41 pseudogene
OR2A42,olfactory receptor family 2 subfamily A member 42
OR2AD1P,olfactory receptor family 2 subfamily AD member 1 pseudogene
OR2AD1P,olfactory receptor family 2 subfamily AD member 1 pseudogene
OR2AE1,olfactory receptor family 2 subfamily AE member 1
OR2AF1P,olfactory receptor family 2 subfamily AF member 1 pseudogene
OR2AG1,olfactory receptor family 2 subfamily AG member 1 (gene/pseudogene)
OR2AG2,olfactory receptor family 2 subfamily AG member 2
OR2AH1P,olfactory receptor family 2 subfamily AH member 1 pseudogene
OR2AI1P,olfactory receptor family 2 subfamily AI member 1 pseudogene
OR2AJ1,olfactory receptor family 2 subfamily AJ member 1
OR2AK2,olfactory receptor family 2 subfamily AK member 2
OR2AL1P,olfactory receptor family 2 subfamily AL member 1 pseudogene
OR2AM1P,olfactory receptor family 2 subfamily AM member 1 pseudogene
OR2AN1P,"olfactory receptor, family 2, subfamily AN, member 1 pseudogene"
OR2AO1P,olfactory receptor family 2 subfamily AO member 1 pseudogene
OR2AP1,olfactory receptor family 2 subfamily AP member 1
OR2AQ1P,olfactory receptor family 2 subfamily AQ member 1 pseudogene
OR2AS1P,olfactory receptor family 2 subfamily AS member 1 pseudogene
OR2AS2P,olfactory receptor family 2 subfamily AS member 2 pseudogene
OR2AT1P,olfactory receptor family 2 subfamily AT member 1 pseudogene
OR2AT2P,olfactory receptor family 2 subfamily AT member 2 pseudogene
OR2AT4,olfactory receptor family 2 subfamily AT member 4
OR2B2,olfactory receptor family 2 subfamily B member 2
OR2B2,olfactory receptor family 2 subfamily B member 2
OR2B2,olfactory receptor family 2 subfamily B member 2
OR2B3,olfactory receptor family 2 subfamily B member 3
OR2B4P,olfactory receptor family 2 subfamily B member 4 pseudogene
OR2B6,olfactory receptor family 2 subfamily B member 6
OR2B6,olfactory receptor family 2 subfamily B member 6
OR2B6,olfactory receptor family 2 subfamily B member 6
OR2B6,olfactory receptor family 2 subfamily B member 6
OR2B7P,olfactory receptor family 2 subfamily B member 7 pseudogene
OR2B8P,olfactory receptor family 2 subfamily B member 8 pseudogene
OR2B11,olfactory receptor family 2 subfamily B member 11
OR2BH1P,olfactory receptor family 2 subfamily BH member 1 pseudogene
OR2C1,olfactory receptor family 2 subfamily C member 1
OR2C3,olfactory receptor family 2 subfamily C member 3
OR2D2,olfactory receptor family 2 subfamily D member 2
OR2D2,olfactory receptor family 2 subfamily D member 2
OR2D3,olfactory receptor family 2 subfamily D member 3
OR2E1P,olfactory receptor family 2 subfamily E member 1 pseudogene
OR2E1P,olfactory receptor family 2 subfamily E member 1 pseudogene
OR2E1P,olfactory receptor family 2 subfamily E member 1 pseudogene
OR2E1P,olfactory receptor family 2 subfamily E member 1 pseudogene
OR2F1,olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)
OR2F1,olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)
OR2F1,olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)
OR2F1,olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)
OR2F2,olfactory receptor family 2 subfamily F member 2
OR2G1P,olfactory receptor family 2 subfamily G member 1 pseudogene
OR2G1P,olfactory receptor family 2 subfamily G member 1 pseudogene
OR2G2,olfactory receptor family 2 subfamily G member 2
OR2G3,olfactory receptor family 2 subfamily G member 3
OR2G6,olfactory receptor family 2 subfamily G member 6
OR2H1,olfactory receptor family 2 subfamily H member 1
OR2H2,olfactory receptor family 2 subfamily H member 2
OR2H3,"olfactory receptor, family 2, subfamily H, member 3"
OR2H4P,olfactory receptor family 2 subfamily H member 4 pseudogene
OR2H4P,olfactory receptor family 2 subfamily H member 4 pseudogene
OR2H4P,olfactory receptor family 2 subfamily H member 4 pseudogene
OR2H4P,olfactory receptor family 2 subfamily H member 4 pseudogene
OR2H5P,olfactory receptor family 2 subfamily H member 5 pseudogene
OR2H5P,olfactory receptor family 2 subfamily H member 5 pseudogene
OR2H5P,olfactory receptor family 2 subfamily H member 5 pseudogene
OR2H7,"olfactory receptor, family 2, subfamily H, member 7"
OR2I1P,olfactory receptor family 2 subfamily I member 1 pseudogene
OR2I5P,"olfactory receptor, family 2, subfamily I, member 5 pseudogene"
OR2I6,"olfactory receptor, family 2, subfamily I, member 6"
OR2I7P,"olfactory receptor, family 2, subfamily I, member 7 pseudogene"
OR2I8P,"olfactory receptor, family 2, subfamily I, member 8 pseudogene"
OR2I9P,"olfactory receptor, family 2, subfamily I, member 9 pseudogene"
OR2J1,olfactory receptor family 2 subfamily J member 1 (gene/pseudogene)
OR2J1,olfactory receptor family 2 subfamily J member 1 (gene/pseudogene)
OR2J1,olfactory receptor family 2 subfamily J member 1 (gene/pseudogene)
OR2J2,olfactory receptor family 2 subfamily J member 2
OR2J2,olfactory receptor family 2 subfamily J member 2
OR2J2,olfactory receptor family 2 subfamily J member 2
OR2J3,olfactory receptor family 2 subfamily J member 3
OR2J4P,olfactory receptor family 2 subfamily J member 4 pseudogene
OR2J4P,olfactory receptor family 2 subfamily J member 4 pseudogene
OR2J4P,olfactory receptor family 2 subfamily J member 4 pseudogene
OR2K1,"olfactory receptor, family 2, subfamily K, member 1"
OR2K2,olfactory receptor family 2 subfamily K member 2
OR2K2,olfactory receptor family 2 subfamily K member 2
OR2L1P,olfactory receptor family 2 subfamily L member 1 pseudogene
OR2L1P,olfactory receptor family 2 subfamily L member 1 pseudogene
OR2L2,olfactory receptor family 2 subfamily L member 2
OR2L2,olfactory receptor family 2 subfamily L member 2
OR2L3,olfactory receptor family 2 subfamily L member 3
OR2L5,olfactory receptor family 2 subfamily L member 5
OR2L6P,olfactory receptor family 2 subfamily L member 6 pseudogene
OR2L8,olfactory receptor family 2 subfamily L member 8 (gene/pseudogene)
OR2L9P,olfactory receptor family 2 subfamily L member 9 pseudogene
OR2L13,olfactory receptor family 2 subfamily L member 13
OR2M1P,olfactory receptor family 2 subfamily M member 1 pseudogene
OR2M2,olfactory receptor family 2 subfamily M member 2
OR2M2,olfactory receptor family 2 subfamily M member 2
OR2M3,olfactory receptor family 2 subfamily M member 3
OR2M4,olfactory receptor family 2 subfamily M member 4
OR2M4,olfactory receptor family 2 subfamily M member 4
OR2M4,olfactory receptor family 2 subfamily M member 4
OR2M4,olfactory receptor family 2 subfamily M member 4
OR2M5,olfactory receptor family 2 subfamily M member 5
OR2M7,olfactory receptor family 2 subfamily M member 7
OR2N1P,olfactory receptor family 2 subfamily N member 1 pseudogene
OR2P1P,olfactory receptor family 2 subfamily P member 1 pseudogene
OR2Q1P,olfactory receptor family 2 subfamily Q member 1 pseudogene
OR2R1P,"olfactory receptor family 2 subfamily R member 1, pseudogene"
OR2S1P,olfactory receptor family 2 subfamily S member 1 pseudogene
OR2S2,olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)
OR2T1,olfactory receptor family 2 subfamily T member 1
OR2T2,olfactory receptor family 2 subfamily T member 2
OR2T3,olfactory receptor family 2 subfamily T member 3
OR2T4,olfactory receptor family 2 subfamily T member 4
OR2T5,olfactory receptor family 2 subfamily T member 5
OR2T6,olfactory receptor family 2 subfamily T member 6
OR2T7,olfactory receptor family 2 subfamily T member 7
OR2T8,olfactory receptor family 2 subfamily T member 8
OR2T10,olfactory receptor family 2 subfamily T member 10
OR2T11,olfactory receptor family 2 subfamily T member 11 (gene/pseudogene)
OR2T12,olfactory receptor family 2 subfamily T member 12
OR2T27,olfactory receptor family 2 subfamily T member 27
OR2T29,olfactory receptor family 2 subfamily T member 29
OR2T32P,olfactory receptor family 2 subfamily T member 32 pseudogene
OR2T33,olfactory receptor family 2 subfamily T member 33
OR2T34,olfactory receptor family 2 subfamily T member 34
OR2T35,olfactory receptor family 2 subfamily T member 35
OR2U1P,olfactory receptor family 2 subfamily U member 1 pseudogene
OR2U2P,olfactory receptor family 2 subfamily U member 2 pseudogene
OR2V1,olfactory receptor family 2 subfamily V member 1
OR2V2,olfactory receptor family 2 subfamily V member 2
OR2W1,olfactory receptor family 2 subfamily W member 1
OR2W2P,olfactory receptor family 2 subfamily W member 2 pseudogene
OR2W3,olfactory receptor family 2 subfamily W member 3
OR2W4P,olfactory receptor family 2 subfamily W member 4 pseudogene
OR2W5,olfactory receptor family 2 subfamily W member 5 (gene/pseudogene)
OR2W6P,olfactory receptor family 2 subfamily W member 6 pseudogene
OR2X1P,olfactory receptor family 2 subfamily X member 1 pseudogene
OR2Y1,olfactory receptor family 2 subfamily Y member 1
OR2Z1,olfactory receptor family 2 subfamily Z member 1
OR3A1,olfactory receptor family 3 subfamily A member 1 (gene/pseudogene)
OR3A1,olfactory receptor family 3 subfamily A member 1 (gene/pseudogene)
OR3A1,olfactory receptor family 3 subfamily A member 1 (gene/pseudogene)
OR3A2,olfactory receptor family 3 subfamily A member 2
OR3A2,olfactory receptor family 3 subfamily A member 2
OR3A2,olfactory receptor family 3 subfamily A member 2
OR3A3,olfactory receptor family 3 subfamily A member 3
OR3A3,olfactory receptor family 3 subfamily A member 3
OR3A3,olfactory receptor family 3 subfamily A member 3
OR3A4P,olfactory receptor family 3 subfamily A member 4 pseudogene
OR3A5P,olfactory receptor family 3 subfamily A member 5 pseudogene
OR3A5P,olfactory receptor family 3 subfamily A member 5 pseudogene
OR3A5P,olfactory receptor family 3 subfamily A member 5 pseudogene
OR3A5P,olfactory receptor family 3 subfamily A member 5 pseudogene
OR3B1P,olfactory receptor family 3 subfamily B member 1 pseudogene
OR3D1P,olfactory receptor family 3 subfamily D member 1 pseudogene
OR4A1P,olfactory receptor family 4 subfamily A member 1 pseudogene
OR4A2P,olfactory receptor family 4 subfamily A member 2 pseudogene
OR4A3P,olfactory receptor family 4 subfamily A member 3 pseudogene
OR4A4P,olfactory receptor family 4 subfamily A member 4 pseudogene
OR4A5,olfactory receptor family 4 subfamily A member 5
OR4A6P,olfactory receptor family 4 subfamily A member 6 pseudogene
OR4A7P,olfactory receptor family 4 subfamily A member 7 pseudogene
OR4A8,olfactory receptor family 4 subfamily A member 8 (gene/pseudogene)
OR4A9P,olfactory receptor family 4 subfamily A member 9 pseudogene
OR4A10P,olfactory receptor family 4 subfamily A member 10 pseudogene
OR4A11P,olfactory receptor family 4 subfamily A member 11 pseudogene
OR4A12P,olfactory receptor family 4 subfamily A member 12 pseudogene
OR4A13P,olfactory receptor family 4 subfamily A member 13 pseudogene
OR4A14P,olfactory receptor family 4 subfamily A member 14 pseudogene
OR4A15,olfactory receptor family 4 subfamily A member 15
OR4A16,olfactory receptor family 4 subfamily A member 16
OR4A17P,olfactory receptor family 4 subfamily A member 17 pseudogene
OR4A18P,olfactory receptor family 4 subfamily A member 18 pseudogene
OR4A19P,olfactory receptor family 4 subfamily A member 19 pseudogene
OR4A21P,olfactory receptor family 4 subfamily A member 21 pseudogene
OR4A40P,olfactory receptor family 4 subfamily A member 40 pseudogene
OR4A41P,olfactory receptor family 4 subfamily A member 41 pseudogene
OR4A42P,olfactory receptor family 4 subfamily A member 42 pseudogene
OR4A43P,olfactory receptor family 4 subfamily A member 43 pseudogene
OR4A44P,olfactory receptor family 4 subfamily A member 44 pseudogene
OR4A45P,olfactory receptor family 4 subfamily A member 45 pseudogene
OR4A46P,olfactory receptor family 4 subfamily A member 46 pseudogene
OR4A47,olfactory receptor family 4 subfamily A member 47
OR4A48P,olfactory receptor family 4 subfamily A member 48 pseudogene
OR4A49P,olfactory receptor family 4 subfamily A member 49 pseudogene
OR4A50P,olfactory receptor family 4 subfamily A member 50 pseudogene
OR4B1,olfactory receptor family 4 subfamily B member 1
OR4B2P,olfactory receptor family 4 subfamily B member 2 pseudogene
OR4C1P,olfactory receptor family 4 subfamily C member 1 pseudogene
OR4C1P,olfactory receptor family 4 subfamily C member 1 pseudogene
OR4C2P,olfactory receptor family 4 subfamily C member 2 pseudogene
OR4C3,olfactory receptor family 4 subfamily C member 3
OR4C4P,olfactory receptor family 4 subfamily C member 4 pseudogene
OR4C5,olfactory receptor family 4 subfamily C member 5 (gene/pseudogene)
OR4C6,olfactory receptor family 4 subfamily C member 6
OR4C7P,olfactory receptor family 4 subfamily C member 7 pseudogene
OR4C9P,olfactory receptor family 4 subfamily C member 9 pseudogene
OR4C10P,olfactory receptor family 4 subfamily C member 10 pseudogene
OR4C11,olfactory receptor family 4 subfamily C member 11
OR4C12,olfactory receptor family 4 subfamily C member 12
OR4C13,olfactory receptor family 4 subfamily C member 13
OR4C14P,olfactory receptor family 4 subfamily C member 14 pseudogene
OR4C15,olfactory receptor family 4 subfamily C member 15
OR4C16,olfactory receptor family 4 subfamily C member 16 (gene/pseudogene)
OR4C45,olfactory receptor family 4 subfamily C member 45 (gene/pseudogene)
OR4C46,olfactory receptor family 4 subfamily C member 46
OR4C48P,olfactory receptor family 4 subfamily C member 48 pseudogene
OR4C49P,olfactory receptor family 4 subfamily C member 49 pseudogene
OR4C50P,olfactory receptor family 4 subfamily C member 50 pseudogene
OR4D1,olfactory receptor family 4 subfamily D member 1
OR4D2,olfactory receptor family 4 subfamily D member 2
OR4D4P,"olfactory receptor, family 4, subfamily D, member 4 pseudogene"
OR4D5,olfactory receptor family 4 subfamily D member 5
OR4D6,olfactory receptor family 4 subfamily D member 6
OR4D7P,olfactory receptor family 4 subfamily D member 7 pseudogene
OR4D8P,olfactory receptor family 4 subfamily D member 8 pseudogene
OR4D9,olfactory receptor family 4 subfamily D member 9
OR4D10,olfactory receptor family 4 subfamily D member 10
OR4D11,olfactory receptor family 4 subfamily D member 11
OR4E1,olfactory receptor family 4 subfamily E member 1 (gene/pseudogene)
OR4E2,olfactory receptor family 4 subfamily E member 2 (gene/pseudogene)
OR4F1P,olfactory receptor family 4 subfamily F member 1 pseudogene
OR4F2P,olfactory receptor family 4 subfamily F member 2 pseudogene
OR4F2P,olfactory receptor family 4 subfamily F member 2 pseudogene
OR4F2P,olfactory receptor family 4 subfamily F member 2 pseudogene
OR4F3,olfactory receptor family 4 subfamily F member 3
OR4F4,olfactory receptor family 4 subfamily F member 4
OR4F5,olfactory receptor family 4 subfamily F member 5
OR4F6,olfactory receptor family 4 subfamily F member 6
OR4F7P,olfactory receptor family 4 subfamily F member 7 pseudogene
OR4F8P,olfactory receptor family 4 subfamily F member 8 pseudogene
OR4F13P,olfactory receptor family 4 subfamily F member 13 pseudogene
OR4F14P,olfactory receptor family 4 subfamily F member 14 pseudogene
OR4F15,olfactory receptor family 4 subfamily F member 15
OR4F16,olfactory receptor family 4 subfamily F member 16
OR4F17,olfactory receptor family 4 subfamily F member 17
OR4F21,olfactory receptor family 4 subfamily F member 21
OR4F28P,olfactory receptor family 4 subfamily F member 28 pseudogene
OR4F29,olfactory receptor family 4 subfamily F member 29
OR4G1P,olfactory receptor family 4 subfamily G member 1 pseudogene
OR4G2P,olfactory receptor family 4 subfamily G member 2 pseudogene
OR4G3P,olfactory receptor family 4 subfamily G member 3 pseudogene
OR4G3P,olfactory receptor family 4 subfamily G member 3 pseudogene
OR4G4P,olfactory receptor family 4 subfamily G member 4 pseudogene
OR4G6P,olfactory receptor family 4 subfamily G member 6 pseudogene
OR4G11P,olfactory receptor family 4 subfamily G member 11 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H6P,olfactory receptor family 4 subfamily H member 6 pseudogene
OR4H12P,olfactory receptor family 4 subfamily H member 12 pseudogene
OR4K1,olfactory receptor family 4 subfamily K member 1
OR4K2,olfactory receptor family 4 subfamily K member 2
OR4K3,olfactory receptor family 4 subfamily K member 3 (gene/pseudogene)
OR4K4P,olfactory receptor family 4 subfamily K member 4 pseudogene
OR4K5,olfactory receptor family 4 subfamily K member 5
OR4K6P,olfactory receptor family 4 subfamily K member 6 pseudogene
OR4K7P,olfactory receptor family 4 subfamily K member 7 pseudogene
OR4K8P,olfactory receptor family 4 subfamily K member 8 pseudogene
OR4K11P,olfactory receptor family 4 subfamily K member 11 pseudogene
OR4K12P,olfactory receptor family 4 subfamily K member 12 pseudogene
OR4K13,olfactory receptor family 4 subfamily K member 13
OR4K14,olfactory receptor family 4 subfamily K member 14
OR4K15,olfactory receptor family 4 subfamily K member 15
OR4K16P,olfactory receptor family 4 subfamily K member 16 pseudogene
OR4K17,olfactory receptor family 4 subfamily K member 17
OR4L1,olfactory receptor family 4 subfamily L member 1 (gene/pseudogene)
OR4M1,olfactory receptor family 4 subfamily M member 1
OR4M2,olfactory receptor family 4 subfamily M member 2
OR4N1P,olfactory receptor family 4 subfamily N member 1 pseudogene
OR4N2,olfactory receptor family 4 subfamily N member 2
OR4N3P,olfactory receptor family 4 subfamily N member 3 pseudogene
OR4N4,olfactory receptor family 4 subfamily N member 4
OR4N5,olfactory receptor family 4 subfamily N member 5
OR4P1P,olfactory receptor family 4 subfamily P member 1 pseudogene
OR4P2P,"olfactory receptor, family 4, subfamily P, member 2 pseudogene"
OR4P4,olfactory receptor family 4 subfamily P member 4
OR4Q1P,olfactory receptor family 4 subfamily Q member 1 pseudogene
OR4Q2,olfactory receptor family 4 subfamily Q member 2 (gene/pseudogene)
OR4Q3,olfactory receptor family 4 subfamily Q member 3
OR4R1P,olfactory receptor family 4 subfamily R member 1 pseudogene
OR4R2P,olfactory receptor family 4 subfamily R member 2 pseudogene
OR4R3P,olfactory receptor family 4 subfamily R member 3 pseudogene
OR4S1,olfactory receptor family 4 subfamily S member 1
OR4S2,olfactory receptor family 4 subfamily S member 2
OR4T1P,olfactory receptor family 4 subfamily T member 1 pseudogene
OR4U1P,olfactory receptor family 4 subfamily U member 1 pseudogene
OR4V1P,olfactory receptor family 4 subfamily V member 1 pseudogene
OR4W1P,olfactory receptor family 4 subfamily W member 1 pseudogene
OR4X1,olfactory receptor family 4 subfamily X member 1 (gene/pseudogene)
OR4X2,olfactory receptor family 4 subfamily X member 2 (gene/pseudogene)
OR4X7P,olfactory receptor family 4 subfamily X member 7 pseudogene
OR5A1,olfactory receptor family 5 subfamily A member 1
OR5A2,olfactory receptor family 5 subfamily A member 2
OR5AC1,olfactory receptor family 5 subfamily AC member 1 (gene/pseudogene)
OR5AC2,olfactory receptor family 5 subfamily AC member 2
OR5AC4P,olfactory receptor family 5 subfamily AC member 4 pseudogene
OR5AH1P,olfactory receptor family 5 subfamily AH member 1 pseudogene
OR5AK1P,olfactory receptor family 5 subfamily AK member 1 pseudogene
OR5AK2,olfactory receptor family 5 subfamily AK member 2
OR5AK3P,olfactory receptor family 5 subfamily AK member 3 pseudogene
OR5AK4P,olfactory receptor family 5 subfamily AK member 4 pseudogene
OR5AL1,olfactory receptor family 5 subfamily AL member 1 (gene/pseudogene)
